47708 170 1
170 22110 2
22110 170 3
171 47915 0
47915 171 1
171 47916 0
47916 171 1
171 47914 0
47914 171 1
171 22110 2
22110 171 3
172 47917 0
47917 172 1
172 47918 0
47918 172 1
172 22110 2
22110 172 3
173 47919 0
47919 173 1
173 47920 0
47920 173 1
173 22110 2
22110 173 3
174 47921 0
47921 174 1
174 47922 0
47922 174 1
174 47923 0
47923 174 1
174 47924 0
47924 174 1
174 47925 0
47925 174 1
174 47926 0
47926 174 1
174 22110 2
22110 174 3
175 47927 0
47927 175 1
175 47928 0
47928 175 1
175 22110 2
22110 175 3
176 47931 0
47931 176 1
176 47929 0
47929 176 1
176 47930 0
47930 176 1
176 22110 2
22110 176 3
177 47587 0
47587 177 1
177 47932 0
47932 177 1
177 47933 0
47933 177 1
177 22110 2
22110 177 3
178 47587 0
47587 178 1
178 47932 0
47932 178 1
178 47933 0
47933 178 1
178 47934 0
47934 178 1
178 22110 2
22110 178 3
179 47935 0
47935 179 1
179 47936 0
47936 179 1
179 47937 0
47937 179 1
179 22110 2
22110 179 3
180 47935 0
47935 180 1
180 47936 0
47936 180 1
180 47937 0
47937 180 1
180 22110 2
22110 180 3
181 47938 0
47938 181 1
181 22110 2
22110 181 3
182 47939 0
47939 182 1
182 47940 0
47940 182 1
182 22110 2
22110 182 3
183 47941 0
47941 183 1
183 47942 0
47942 183 1
183 47943 0
47943 183 1
183 22110 2
22110 183 3
184 47710 0
47710 184 1
184 47944 0
47944 184 1
184 47945 0
47945 184 1
184 47946 0
47946 184 1
184 22110 2
22110 184 3
185 47947 0
47947 185 1
185 22110 2
22110 185 3
186 47948 0
47948 186 1
186 47949 0
47949 186 1
186 22110 2
22110 186 3
187 47950 0
47950 187 1
187 47951 0
47951 187 1
187 22110 2
22110 187 3
188 47952 0
47952 188 1
188 47953 0
47953 188 1
188 47802 0
47802 188 1
188 22110 2
22110 188 3
189 47952 0
47952 189 1
189 47953 0
47953 189 1
189 47802 0
47802 189 1
189 22110 2
22110 189 3
190 47952 0
47952 190 1
190 47953 0
47953 190 1
190 47802 0
47802 190 1
190 22110 2
22110 190 3
191 47851 0
47851 191 1
191 47955 0
47955 191 1
191 47954 0
47954 191 1
191 22110 2
22110 191 3
192 47956 0
47956 192 1
192 47957 0
47957 192 1
192 22110 2
22110 192 3
193 47956 0
47956 193 1
193 47957 0
47957 193 1
193 22110 2
22110 193 3
194 47958 0
47958 194 1
194 47959 0
47959 194 1
194 47960 0
47960 194 1
194 47961 0
47961 194 1
194 22110 2
22110 194 3
195 47963 0
47963 195 1
195 47962 0
47962 195 1
195 22110 2
22110 195 3
196 47964 0
47964 196 1
196 47965 0
47965 196 1
196 47966 0
47966 196 1
196 22110 2
22110 196 3
197 47967 0
47967 197 1
197 47968 0
47968 197 1
197 47969 0
47969 197 1
197 47970 0
47970 197 1
197 22110 2
22110 197 3
198 47967 0
47967 198 1
198 47968 0
47968 198 1
198 47969 0
47969 198 1
198 47970 0
47970 198 1
198 22110 2
22110 198 3
199 47971 0
47971 199 1
199 22110 2
22110 199 3
200 47972 0
47972 200 1
200 47973 0
47973 200 1
200 47974 0
47974 200 1
200 22110 2
22110 200 3
201 47975 0
47975 201 1
201 22110 2
22110 201 3
202 47975 0
47975 202 1
202 47856 0
47856 202 1
202 22110 2
22110 202 3
203 47975 0
47975 203 1
203 47856 0
47856 203 1
203 22110 2
22110 203 3
204 47975 0
47975 204 1
204 47856 0
47856 204 1
204 22110 2
22110 204 3
205 47723 0
47723 205 1
205 47976 0
47976 205 1
205 47977 0
47977 205 1
205 47713 0
47713 205 1
205 22110 2
22110 205 3
206 47979 0
47979 206 1
206 47980 0
47980 206 1
206 47978 0
47978 206 1
206 22110 2
22110 206 3
207 47981 0
47981 207 1
207 47982 0
47982 207 1
207 22110 2
22110 207 3
208 47981 0
47981 208 1
208 47982 0
47982 208 1
208 22110 2
22110 208 3
209 47981 0
47981 209 1
209 47982 0
47982 209 1
209 47983 0
47983 209 1
209 22110 2
22110 209 3
210 47984 0
47984 210 1
210 47697 0
47697 210 1
210 22110 2
22110 210 3
211 47985 0
47985 211 1
211 47697 0
47697 211 1
211 22110 2
22110 211 3
212 47984 0
47984 212 1
212 47697 0
47697 212 1
212 22110 2
22110 212 3
213 47621 0
47621 213 1
213 47986 0
47986 213 1
213 22110 2
22110 213 3
214 47987 0
47987 214 1
214 22110 2
22110 214 3
215 47988 0
47988 215 1
215 47864 0
47864 215 1
215 22110 2
22110 215 3
216 47741 0
47741 216 1
216 47743 0
47743 216 1
216 22110 2
22110 216 3
217 47741 0
47741 217 1
217 47743 0
47743 217 1
217 22110 2
22110 217 3
218 47989 0
47989 218 1
218 47990 0
47990 218 1
218 22110 2
22110 218 3
219 47991 0
47991 219 1
219 47992 0
47992 219 1
219 22110 2
22110 219 3
220 47982 0
47982 220 1
220 47993 0
47993 220 1
220 22110 2
22110 220 3
221 47995 0
47995 221 1
221 47802 0
47802 221 1
221 47994 0
47994 221 1
221 22110 2
22110 221 3
222 47996 0
47996 222 1
222 47997 0
47997 222 1
222 47802 0
47802 222 1
222 47994 0
47994 222 1
222 22110 2
22110 222 3
223 47918 0
47918 223 1
223 22110 2
22110 223 3
224 47662 0
47662 224 1
224 47998 0
47998 224 1
224 47999 0
47999 224 1
224 48000 0
48000 224 1
224 22110 2
22110 224 3
225 48001 0
48001 225 1
225 48002 0
48002 225 1
225 22110 2
22110 225 3
226 48003 0
48003 226 1
226 48004 0
48004 226 1
226 48005 0
48005 226 1
226 22110 2
22110 226 3
227 48003 0
48003 227 1
227 48006 0
48006 227 1
227 48007 0
48007 227 1
227 22110 2
22110 227 3
228 48011 0
48011 228 1
228 48012 0
48012 228 1
228 48008 0
48008 228 1
228 48009 0
48009 228 1
228 48010 0
48010 228 1
228 22110 2
22110 228 3
229 48013 0
48013 229 1
229 48014 0
48014 229 1
229 48015 0
48015 229 1
229 48016 0
48016 229 1
229 22110 2
22110 229 3
230 48019 0
48019 230 1
230 48020 0
48020 230 1
230 48017 0
48017 230 1
230 48018 0
48018 230 1
230 22110 2
22110 230 3
231 48021 0
48021 231 1
231 48022 0
48022 231 1
231 22110 2
22110 231 3
232 48023 0
48023 232 1
232 48024 0
48024 232 1
232 22110 2
22110 232 3
233 48027 0
48027 233 1
233 48025 0
48025 233 1
233 48026 0
48026 233 1
233 22110 2
22110 233 3
234 48028 0
48028 234 1
234 48029 0
48029 234 1
234 22110 2
22110 234 3
235 48030 0
48030 235 1
235 48031 0
48031 235 1
235 22110 2
22110 235 3
236 48032 0
48032 236 1
236 48033 0
48033 236 1
236 22110 2
22110 236 3
237 48034 0
48034 237 1
237 22110 2
22110 237 3
238 47733 0
47733 238 1
238 47734 0
47734 238 1
238 22110 2
22110 238 3
239 47676 0
47676 239 1
239 47733 0
47733 239 1
239 22110 2
22110 239 3
240 48035 0
48035 240 1
240 47854 0
47854 240 1
240 22110 2
22110 240 3
241 48036 0
48036 241 1
241 48037 0
48037 241 1
241 22110 2
22110 241 3
242 48038 0
48038 242 1
242 22110 2
22110 242 3
243 48039 0
48039 243 1
243 22110 2
22110 243 3
244 48039 0
48039 244 1
244 22110 2
22110 244 3
245 48039 0
48039 245 1
245 22110 2
22110 245 3
246 48039 0
48039 246 1
246 22110 2
22110 246 3
247 47627 0
47627 247 1
247 47583 0
47583 247 1
247 48040 0
48040 247 1
247 48041 0
48041 247 1
247 22110 2
22110 247 3
248 48043 0
48043 248 1
248 48044 0
48044 248 1
248 48042 0
48042 248 1
248 22110 2
22110 248 3
249 48045 0
48045 249 1
249 48046 0
48046 249 1
249 48047 0
48047 249 1
249 22110 2
22110 249 3
250 48014 0
48014 250 1
250 48015 0
48015 250 1
250 48016 0
48016 250 1
250 22110 2
22110 250 3
251 48048 0
48048 251 1
251 48049 0
48049 251 1
251 48050 0
48050 251 1
251 22110 2
22110 251 3
252 48051 0
48051 252 1
252 48052 0
48052 252 1
252 48048 0
48048 252 1
252 48050 0
48050 252 1
252 22110 2
22110 252 3
253 48052 0
48052 253 1
253 48048 0
48048 253 1
253 48050 0
48050 253 1
253 22110 2
22110 253 3
254 48052 0
48052 254 1
254 48048 0
48048 254 1
254 22110 2
22110 254 3
255 48053 0
48053 255 1
255 48054 0
48054 255 1
255 48055 0
48055 255 1
255 22110 2
22110 255 3
256 48056 0
48056 256 1
256 48057 0
48057 256 1
256 48058 0
48058 256 1
256 22110 2
22110 256 3
257 48059 0
48059 257 1
257 22110 2
22110 257 3
258 48059 0
48059 258 1
258 22110 2
22110 258 3
259 48059 0
48059 259 1
259 22110 2
22110 259 3
260 48059 0
48059 260 1
260 48060 0
48060 260 1
260 22110 2
22110 260 3
261 48059 0
48059 261 1
261 48061 0
48061 261 1
261 22110 2
22110 261 3
262 48062 0
48062 262 1
262 48063 0
48063 262 1
262 22110 2
22110 262 3
263 48064 0
48064 263 1
263 48065 0
48065 263 1
263 22110 2
22110 263 3
264 48067 0
48067 264 1
264 48066 0
48066 264 1
264 22110 2
22110 264 3
265 48068 0
48068 265 1
265 22110 2
22110 265 3
266 48069 0
48069 266 1
266 48070 0
48070 266 1
266 22110 2
22110 266 3
267 48071 0
48071 267 1
267 48072 0
48072 267 1
267 48073 0
48073 267 1
267 22110 2
22110 267 3
268 48071 0
48071 268 1
268 48073 0
48073 268 1
268 48074 0
48074 268 1
268 22110 2
22110 268 3
269 48075 0
48075 269 1
269 22110 2
22110 269 3
270 48076 0
48076 270 1
270 48077 0
48077 270 1
270 22110 2
22110 270 3
271 47925 0
47925 271 1
271 48078 0
48078 271 1
271 22110 2
22110 271 3
272 48027 0
48027 272 1
272 47709 0
47709 272 1
272 47710 0
47710 272 1
272 48079 0
48079 272 1
272 22110 2
22110 272 3
273 48027 0
48027 273 1
273 47709 0
47709 273 1
273 22110 2
22110 273 3
274 48027 0
48027 274 1
274 47709 0
47709 274 1
274 48080 0
48080 274 1
274 22110 2
22110 274 3
275 48081 0
48081 275 1
275 48082 0
48082 275 1
275 22110 2
22110 275 3
276 48083 0
48083 276 1
276 48084 0
48084 276 1
276 48085 0
48085 276 1
276 22110 2
22110 276 3
277 48086 0
48086 277 1
277 48087 0
48087 277 1
277 22110 2
22110 277 3
278 48089 0
48089 278 1
278 48088 0
48088 278 1
278 47689 0
47689 278 1
278 47713 0
47713 278 1
278 22110 2
22110 278 3
279 48088 0
48088 279 1
279 47689 0
47689 279 1
279 47713 0
47713 279 1
279 22110 2
22110 279 3
280 48089 0
48089 280 1
280 48088 0
48088 280 1
280 47689 0
47689 280 1
280 47713 0
47713 280 1
